albumID,artistID,trackID,Track,Albums,Artist(s),Popularity,Image URL,time_range,Rank
7gvxyetkX6vkoMyDkDM6ls,1eYhYunlNJlDoQhtYBvPsi,5dUMh0ugelpKfoFp3qChuK,Hit the Road Jack,True Genius,Ray Charles,73,https://i.scdn.co/image/ab67616d0000b2734448e36a9ef845b705d80a0d,medium_term,43
0AP5O47kJWlaKVnnybKvQI,7t0rwkOPGlDPEhaOcVtOt9,4JGKZS7h4Qa16gOU3oNETV,Dreams,"Everybody Else Is Doing It, So Why Can't We?",The Cranberries,78,https://i.scdn.co/image/ab67616d0000b273f6325f361d7803ad0d908451,medium_term,44
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,0QKaDI2MZJwjulre4pEYCR,"Sugar Magnolia - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,23,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,medium_term,45
2Lxt0taVNc2Bv20rt0d21w,4TMHGUX5WI7OOm53PqSDAT,3zych9e6K1BfnwJN7KhFp1,"Playing in the Band (Live at RFK Stadium, Washington, DC, 6/10/73)","RFK Stadium, Washington, DC, 6/10/73 (Live)",Grateful Dead,19,https://i.scdn.co/image/ab67616d0000b2738a059891f38f4985a426d89b,medium_term,46
1PeC1ckDJSzYHkwo6JHbP2,2mVVjNmdjXZZDvhgQWiakk,41c8iFH2Q8n87lkrlaRZ1X,Pon Pón,A LA SALA,Khruangbin,62,https://i.scdn.co/image/ab67616d0000b2733854b553506134a1421ed58c,medium_term,47
3OoRYeljIe8N8y2iWh6ICd,4CP7yvfFofQ98f1rN5VcAQ,6s5mHEw0TCqL18IihlydID,Brews Blues,Pick Peace,Guthrie Trapp,26,https://i.scdn.co/image/ab67616d0000b2739c0863590406c7b25665233f,medium_term,48
0vwIHq1DdPfoNGoqQDeYwk,3QDaXfnxfQqqJQK5lSdjLN,5gLDIJfufxTgTzbjwj71cz,Jack A Roe - Live,"Pure Jerry: Marin Veteran's Memorial Auditorium, San Rafael, California, February 28, 1986","Jerry Garcia, John Kahn",11,https://i.scdn.co/image/ab67616d0000b27377d87aad9893799727827b38,medium_term,49
2Lxt0taVNc2Bv20rt0d21w,4TMHGUX5WI7OOm53PqSDAT,05N31P3piY82k2AibbMAFW,"Stella Blue (Live at RFK Stadium, Washington, DC, 6/10/73)","RFK Stadium, Washington, DC, 6/10/73 (Live)",Grateful Dead,17,https://i.scdn.co/image/ab67616d0000b2738a059891f38f4985a426d89b,medium_term,50
50o7kf2wLwVmOTVYJOTplm,3WrFJ7ztbogyGnTHbHJFl2,3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,Rubber Soul (Remastered),The Beatles,76,https://i.scdn.co/image/ab67616d0000b273ed801e58a9ababdea6ac7ce4,long_term,1
2mBbV0Ad6B4ydHMZlzAY7S,2QsynagSdAqZj3U9HgDzjD,5LyfiK6iXEIBNEtcaGKohl,Jamming,Exodus,Bob Marley & The Wailers,17,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf,long_term,2
3T9UKU0jMIyrRD0PtKXqPJ,4TMHGUX5WI7OOm53PqSDAT,27nasmd5S8eIvIkAa7wnSo,"New Minglewood Blues - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Grateful Dead,41,https://i.scdn.co/image/ab67616d0000b27375fcab3be9f5833d23e211f0,long_term,3
321q9p7PELvzcFAWxml7VX,2QsynagSdAqZj3U9HgDzjD,5O4erNlJ74PIF6kGol1ZrC,Could You Be Loved,Uprising,Bob Marley & The Wailers,79,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04,long_term,4
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,1tiHWzoKdkjKx1UwZ5iYQu,"Bertha - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,28,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,5
2Lxt0taVNc2Bv20rt0d21w,4TMHGUX5WI7OOm53PqSDAT,5SAGUw3RI0NdwNuDB0irjv,"Morning Dew (Live at RFK Stadium, Washington, DC, 6/10/73)","RFK Stadium, Washington, DC, 6/10/73 (Live)",Grateful Dead,22,https://i.scdn.co/image/ab67616d0000b2738a059891f38f4985a426d89b,long_term,6
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,7iNfYAuMmXDiOt85R3Ro2C,"Dire Wolf - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,26,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,7
2dey7kGDFAByEACexapiV6,4TMHGUX5WI7OOm53PqSDAT,6yx5DBln0o6x9gI8D5aGew,"Truckin' - Live at Bickershaw Festival, Wigan, England 5/7/1972","Europe '72 Vol. 13: Bickershaw Festival, Wigan, England 5/7/72 (Live)","Grateful Dead, David Nelson, Debbie Eisenberg, Marma-Duke, Merle Saunders, Mouse, Pete Grant, WENDY",8,https://i.scdn.co/image/ab67616d0000b27362a19b682761273542211eb1,long_term,8
2mBbV0Ad6B4ydHMZlzAY7S,2QsynagSdAqZj3U9HgDzjD,6SR0dDuXH2vtgBfMLrivKV,One Love / People Get Ready,Exodus,Bob Marley & The Wailers,13,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf,long_term,9
3PRoXYsngSwjEQWR5PsHWR,3WrFJ7ztbogyGnTHbHJFl2,2ylCrFiBu98SC0vFfaCent,I'm Only Sleeping - Remastered 2009,Revolver (Remastered),The Beatles,55,https://i.scdn.co/image/ab67616d0000b27328b8b9b46428896e6491e97a,long_term,10
13dXX35pYjr8FqRla40K2a,2QsynagSdAqZj3U9HgDzjD,6JRLFiX9NJSoRRKxowlBYr,Is This Love,Kaya,Bob Marley & The Wailers,75,https://i.scdn.co/image/ab67616d0000b273387799441ba867649dfbb702,long_term,11
3Eiwyp3EB66AuXjBI2MYZI,7GaxyUddsPok8BuhxN6OUW,6LzjgzpVl0hB3YrBU1b8Z1,The Boss,Black Caesar,"James Brown, The J.B.'s",61,https://i.scdn.co/image/ab67616d0000b273905dcbbd9ea2f5af04446251,long_term,12
2mBbV0Ad6B4ydHMZlzAY7S,2QsynagSdAqZj3U9HgDzjD,75FYqcxt1YEAtqDLrOeIJn,Three Little Birds,Exodus,Bob Marley & The Wailers,26,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf,long_term,13
4HFO9PDRxsdbcegkcNhxgz,2mVVjNmdjXZZDvhgQWiakk,24ntSW3QVJzR79lHAAOTaY,Texas Sun,Texas Sun,"Khruangbin, Leon Bridges",73,https://i.scdn.co/image/ab67616d0000b273ff26bd277274b27f249cc638,long_term,14
0vwIHq1DdPfoNGoqQDeYwk,3QDaXfnxfQqqJQK5lSdjLN,7eHK8VKhJP0Go8qzAOjWZ0,Deep Elem Blues - Live,"Pure Jerry: Marin Veteran's Memorial Auditorium, San Rafael, California, February 28, 1986","Jerry Garcia, John Kahn",12,https://i.scdn.co/image/ab67616d0000b27377d87aad9893799727827b38,long_term,15
321q9p7PELvzcFAWxml7VX,2QsynagSdAqZj3U9HgDzjD,26PwuMotZqcczKLHi4Htz3,Redemption Song,Uprising,Bob Marley & The Wailers,68,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04,long_term,16
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,4rlVFpcNgQNEM43aHs5QaJ,"Good Lovin' - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,23,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,17
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,4mVNePT70YA5m8IYbWdkAU,"El Paso - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,22,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,18
6aODZ83mana5oClW6sXEkx,4TMHGUX5WI7OOm53PqSDAT,35Gwtvt7IiegK3TXxo1FnH,"Bertha - Live at Hartford, CT, May 28, 1977","To Terrapin: May 28, 1977 Hartford, CT (Live)",Grateful Dead,26,https://i.scdn.co/image/ab67616d0000b273330151c5c53063b1b1b8b046,long_term,19
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,5GYZPktpbEb1rJu70WGWOc,"New Minglewood Blues - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,21,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,20
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,62Fn4bxzMADOJF7JaqIzMA,"Deal - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,21,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,21
3T9UKU0jMIyrRD0PtKXqPJ,4TMHGUX5WI7OOm53PqSDAT,1BlJdQjT6QYjRlfP0C1rz1,"Brown-Eyed Women - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Grateful Dead,48,https://i.scdn.co/image/ab67616d0000b27375fcab3be9f5833d23e211f0,long_term,22
0PT5m6hwPRrpBwIHVnvbFX,3WrFJ7ztbogyGnTHbHJFl2,3BQHpFgAp4l80e1XslIjNI,Yesterday - Remastered 2009,Help! (Remastered),The Beatles,76,https://i.scdn.co/image/ab67616d0000b273e3e3b64cea45265469d4cafa,long_term,23
3PRoXYsngSwjEQWR5PsHWR,3WrFJ7ztbogyGnTHbHJFl2,2B4Y9u4ERAFiMo13XPJyGP,"Here, There And Everywhere - Remastered 2009",Revolver (Remastered),The Beatles,67,https://i.scdn.co/image/ab67616d0000b27328b8b9b46428896e6491e97a,long_term,24
3T9UKU0jMIyrRD0PtKXqPJ,4TMHGUX5WI7OOm53PqSDAT,0TtuYAtUBFlF3ylF57Qwyg,"Jack Straw - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Grateful Dead,43,https://i.scdn.co/image/ab67616d0000b27375fcab3be9f5833d23e211f0,long_term,25
5Rg4ZSwf1LPCuAMr0msdun,2QsynagSdAqZj3U9HgDzjD,7BfW1eoDh27W69nxsmRicb,Buffalo Soldier,Confrontation,Bob Marley & The Wailers,70,https://i.scdn.co/image/ab67616d0000b2737e0b5fe0454234229e52a491,long_term,26
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,05Q7mrOv3ed7lqbiFuqc2V,"Estimated Prophet - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,22,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,27
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,5tbNLKoo87WkqwvBHfUKeC,"It Must Have Been the Roses - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,23,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,28
7dRdaGSxgcBdJnrOviQRuB,5me0Irg2ANcsgc93uaYrpb,7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,Life After Death (2014 Remastered Edition),The Notorious B.I.G.,78,https://i.scdn.co/image/ab67616d0000b273fde79b88e2a659c394c5ae30,long_term,29
3T9UKU0jMIyrRD0PtKXqPJ,4TMHGUX5WI7OOm53PqSDAT,0pPvu1AGxIj7pvESvSg4wi,"Deal - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Grateful Dead,45,https://i.scdn.co/image/ab67616d0000b27375fcab3be9f5833d23e211f0,long_term,30
2HTbQ0RHwukKVXAlTmCZP2,5me0Irg2ANcsgc93uaYrpb,2g8HN35AnVGIk7B8yMucww,Big Poppa - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,78,https://i.scdn.co/image/ab67616d0000b2730f51e29700232d57fe8a0830,long_term,31
3PRoXYsngSwjEQWR5PsHWR,3WrFJ7ztbogyGnTHbHJFl2,1kDkaFlmkdEZiVUogaP9OZ,For No One - Remastered 2009,Revolver (Remastered),The Beatles,62,https://i.scdn.co/image/ab67616d0000b27328b8b9b46428896e6491e97a,long_term,32
0ETFjACtuP2ADo6LFhL6HN,3WrFJ7ztbogyGnTHbHJFl2,0suLngfo7rJoetk7Ub6N8l,Octopus's Garden - Remastered 2009,Abbey Road (Remastered),The Beatles,62,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,long_term,33
3T9UKU0jMIyrRD0PtKXqPJ,4TMHGUX5WI7OOm53PqSDAT,5jpq0glczrmrPuTdTkNFDG,"Loser - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Grateful Dead,37,https://i.scdn.co/image/ab67616d0000b27375fcab3be9f5833d23e211f0,long_term,34
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,2C4h5x1lwt6AJ0F8VM5UGi,"Ship of Fools - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,21,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,35
1PeC1ckDJSzYHkwo6JHbP2,2mVVjNmdjXZZDvhgQWiakk,5yVGW2o9LXaiiS4I3HUM3k,May Ninth,A LA SALA,Khruangbin,66,https://i.scdn.co/image/ab67616d0000b2733854b553506134a1421ed58c,long_term,36
2mBbV0Ad6B4ydHMZlzAY7S,2QsynagSdAqZj3U9HgDzjD,58Zt987fK6gWxtO0MwEzPn,Waiting In Vain,Exodus,Bob Marley & The Wailers,13,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf,long_term,37
2HTbQ0RHwukKVXAlTmCZP2,5me0Irg2ANcsgc93uaYrpb,1xIxMz1sNQ4b6svH1GuTtF,Gimme the Loot - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,62,https://i.scdn.co/image/ab67616d0000b2730f51e29700232d57fe8a0830,long_term,38
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,2wLtsn2t4B7hma0ilVMGON,"Eyes of the World - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,22,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,39
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,36YMvdOuc38tQt57yDxF3v,"Samson and Delilah - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,21,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,40
5XresJcJBgYkVQE9PATjli,2CSihbjcMAb5ew6weNQa0E,7IsXXgpowAB48crGjV1oGb,"Don't Think Twice, It's All Right",In the Wind,"Peter, Paul & Mary",54,https://i.scdn.co/image/ab67616d0000b2739239355346a8804ea5b362e3,long_term,41
2mBbV0Ad6B4ydHMZlzAY7S,2QsynagSdAqZj3U9HgDzjD,64xslN8DB3jG1tK2l3H1mA,Natural Mystic,Exodus,Bob Marley & The Wailers,11,https://i.scdn.co/image/ab67616d0000b273811bfdc4f55b3a7484524aaf,long_term,42
3T9UKU0jMIyrRD0PtKXqPJ,4TMHGUX5WI7OOm53PqSDAT,0IJf70ScOcHAUEMa1JaAmE,"El Paso - Live at Barton Hall, Cornell University, Ithaca, NY 5/8/77",Cornell 5/8/77 (Live),Grateful Dead,34,https://i.scdn.co/image/ab67616d0000b27375fcab3be9f5833d23e211f0,long_term,43
6aODZ83mana5oClW6sXEkx,4TMHGUX5WI7OOm53PqSDAT,0sxkd78bmkEtb5m2I1KrYV,"Jack Straw - Live at Hartford, CT, May 28, 1977","To Terrapin: May 28, 1977 Hartford, CT (Live)",Grateful Dead,21,https://i.scdn.co/image/ab67616d0000b273330151c5c53063b1b1b8b046,long_term,44
32MaUU5gk5Ig0nHC9G5VNX,2mVVjNmdjXZZDvhgQWiakk,7g18n5nxV5ep8ugBR3BmHD,White Gloves,The Universe Smiles Upon You,Khruangbin,63,https://i.scdn.co/image/ab67616d0000b273e08ee206ad63148105336a19,long_term,45
56JCyRFdBu8cTxla0VrGLK,28AyklUmMECPwdfo8NEsV0,6VeZ970uI0Yi6sjBgyFBrp,Cheeseburger In Paradise,Son Of A Son Of A Sailor,Jimmy Buffett,53,https://i.scdn.co/image/ab67616d0000b273b065002ec760593ec9dbe305,long_term,46
4UMjBXcRqIgMZ1XumU2x5T,2sil8z5kiy4r76CRTXxBCA,6Qyc6fS4DsZjB2mRW9DsQs,Iris,Dizzy up the Girl,The Goo Goo Dolls,87,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,long_term,47
6uoGeT623i76TwlgYFfe42,3DbwFQlvLxRSi2uX8mf81A,7icwQvajsokotDfM3tefW6,SkeeYee,Hood Hottest Princess,Sexyy Red,67,https://i.scdn.co/image/ab67616d0000b27338f8e4adcb8668df34ce1660,long_term,48
6q4mDbsYJsixRai11qc2Vx,4TMHGUX5WI7OOm53PqSDAT,3brSFwO1uYW3yucRJC7uDF,"Ramble on Rose - Live at Red Rocks Amphitheatre, Morrison, CO 7/8/78","Red Rocks Amphitheatre, Morrison, CO 7/8/78 (Live)",Grateful Dead,24,https://i.scdn.co/image/ab67616d0000b273bf76409fe710b31bbbd392a1,long_term,49
4jxokHekH1qSad1DcC82ku,4TMHGUX5WI7OOm53PqSDAT,6rLfU9QCwLUMRW5gGG7BWA,Dire Wolf - 2013 Remaster,Workingman's Dead,Grateful Dead,47,https://i.scdn.co/image/ab67616d0000b2734d3659e33c2d63d5b54d1f2c,long_term,50
