artistID,Artist,Genres,Popularity,Image URL,time_range,Rank
7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,"classic soul, jazz blues, memphis soul, soul, southern soul, vocal jazz",72,https://i.scdn.co/image/ab6761610000e5ebf12270128127ba170f90097d,long_term,38
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"baroque pop, classic rock, folk rock, mellow gold, psychedelic rock, rock, singer-songwriter, sunshine pop",75,https://i.scdn.co/image/ab6761610000e5eba9b0551ed72f8f2ac2a5a685,long_term,39
1R6Hx1tJ2VOUyodEpC12xM,Jim Croce,"classic rock, country rock, folk, folk rock, mellow gold, singer-songwriter, soft rock",71,https://i.scdn.co/image/9f9b40704e3361c93ea8a8b7a86a5d9ee755466e,long_term,40
4CP7yvfFofQ98f1rN5VcAQ,Guthrie Trapp,backing track,28,https://i.scdn.co/image/ab6761610000e5eb76bda834528194a84980127f,long_term,41
4vpDg7Y7fU982Ds30zawDA,The Band,"blues rock, classic canadian rock, classic rock, cosmic american, country rock, folk, folk rock, heartland rock, jam band, mellow gold, rock, roots rock, southern rock, swamp rock",62,https://i.scdn.co/image/750c386b0ca07258347328b68e171bfcc1addead,long_term,42
7guDJrEfX3qb6FEbdPA5qi,Stevie Wonder,"motown, soul",78,https://i.scdn.co/image/c59faacbed7aa770266bad048660810eca204108,long_term,43
1eYhYunlNJlDoQhtYBvPsi,Ray Charles,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz",71,https://i.scdn.co/image/ab6761610000e5eb6fc460f10177fa38af69b8bf,long_term,44
0hEurMDQu99nJRq8pTxO14,John Mayer,"neo mellow, singer-songwriter",79,https://i.scdn.co/image/ab6761610000e5ebe926dd683e1700a6d65bd835,long_term,45
3ZGr7nQBXDU2WhyXgRVbt0,Sticky Fingers,"australian reggae fusion, australian surf rock, reggae fusion",66,https://i.scdn.co/image/ab6761610000e5eb21ebb7e4085f6c9765fbe9a5,long_term,46
6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,"album rock, classic rock, mellow gold, piano rock, rock, singer-songwriter, soft rock",79,https://i.scdn.co/image/ab6761610000e5ebb34057d59275011032ef8bc8,long_term,47
5m8H6zSadhu1j9Yi04VLqD,Sly & The Family Stone,"classic soul, funk, funk rock, p funk, psychedelic soul, soul, southern soul",58,https://i.scdn.co/image/9aef578389c4a9d27e15a627acb784c41094e79d,long_term,48
293zczrfYafIItmnmM3coR,Chuck Berry,"blues, blues rock, classic rock, rock, rock-and-roll, rockabilly, soul",72,https://i.scdn.co/image/d58323616d4f5d22b51e9dfe0ba53aedabe53cd4,long_term,49
4x1nvY2FN8jxqAFA0DA02H,John Lennon,"classic rock, rock",75,https://i.scdn.co/image/ab6761610000e5ebba4ddda6af00a6927a4f307c,long_term,50
